time	cp0	cai0	J_uni0	jNCX_m0	ca_mito0	psi_mito0	atp0	adp0
0	0.100545	0.0999926	0.000379177	0.00015079	0.05	180	5000	50
1	0.118559	0.0992744	0.0004415	0.000152019	0.0500027	180.043	5000	49.9999
2	0.120399	0.0985905	0.000447921	0.000153212	0.0500056	180.085	5000.01	49.9998
3	0.120747	0.0979366	0.000449225	0.000154373	0.0500086	180.127	5000.01	49.9997
4	0.120536	0.0973094	0.000448614	0.000155504	0.0500115	180.167	5000.01	49.9996
5	0.120124	0.0967064	0.000447308	0.000156608	0.0500145	180.207	5000.02	49.9995
6	0.120107	0.0961259	0.000447357	0.000157687	0.0500174	180.246	5000.02	49.9995
7	0.119764	0.0955662	0.000446283	0.000158743	0.0500202	180.284	5000.02	49.9994
8	0.119412	0.0950261	0.000445174	0.000159775	0.0500231	180.322	5000.03	49.9993
9	0.118927	0.0945043	0.000443609	0.000160786	0.0500259	180.359	5000.03	49.9992
10	0.118357	0.0939997	0.000441745	0.000161777	0.0500288	180.395	5000.03	49.9992
11	0.11807	0.0935115	0.000440852	0.000162747	0.0500315	180.431	5000.04	49.9991
12	0.120161	0.0930424	0.000448135	0.000163692	0.0500344	180.465	5000.04	49.999
13	0.120037	0.0925897	0.000447801	0.000164616	0.0500372	180.5	5000.04	49.999
14	0.118696	0.0921492	0.000443281	0.000165525	0.05004	180.533	5000.04	49.9989
15	0.117449	0.0917201	0.000439073	0.00016642	0.0500428	180.566	5000.04	49.9989
16	0.116513	0.0913021	0.000435934	0.0001673	0.0500455	180.598	5000.05	49.9988
17	0.115857	0.0908953	0.000433755	0.000168166	0.0500481	180.63	5000.05	49.9988
18	0.115372	0.0904993	0.00043216	0.000169017	0.0500508	180.661	5000.05	49.9987
19	0.115211	0.090114	0.000431682	0.000169854	0.0500534	180.691	5000.05	49.9987
20	0.115049	0.0897389	0.000431201	0.000170677	0.050056	180.721	5000.05	49.9986
21	0.114926	0.0893739	0.000430851	0.000171485	0.0500586	180.751	5000.06	49.9986
22	2.14256	0.0890217	0.006196	0.000172357	0.0500748	180.778	5000.06	49.9985
23	0.150872	0.0887393	0.000553783	0.000173054	0.0500838	180.805	5000.06	49.9985
24	0.128869	0.0884274	0.000479055	0.000173777	0.0500872	180.833	5000.06	49.9985
25	0.121244	0.0881082	0.000452952	0.000174514	0.0500901	180.86	5000.06	49.9984
26	0.1181	0.0877911	0.000442189	0.00017525	0.0500928	180.887	5000.06	49.9984
27	0.116469	0.087479	0.000436626	0.00017598	0.0500954	180.913	5000.07	49.9984
28	0.115557	0.087173	0.000433538	0.0001767	0.050098	180.938	5000.07	49.9983
29	0.115038	0.0868736	0.000431809	0.00017741	0.0501006	180.964	5000.07	49.9983
30	0.114749	0.0865809	0.000430873	0.00017811	0.0501031	180.988	5000.07	49.9983
31	0.114594	0.0862949	0.000430398	0.000178798	0.0501056	181.013	5000.07	49.9982
32	0.114542	0.0860157	0.000430282	0.000179476	0.0501081	181.036	5000.07	49.9982
33	0.114568	0.0857429	0.000430432	0.000180143	0.0501106	181.06	5000.07	49.9982
34	0.114856	0.0854764	0.000431491	0.0001808	0.0501132	181.082	5000.07	49.9982
35	0.115059	0.0852162	0.000432251	0.000181445	0.0501157	181.105	5000.07	49.9981
36	0.115271	0.084962	0.000433045	0.000182081	0.0501182	181.127	5000.08	49.9981
37	0.115963	0.0847143	0.000435496	0.000182705	0.0501207	181.148	5000.08	49.9981
38	0.116234	0.0844724	0.000436491	0.000183318	0.0501232	181.17	5000.08	49.9981
39	0.11637	0.0842358	0.000437017	0.000183923	0.0501258	181.19	5000.08	49.9981
40	0.116859	0.0840043	0.000438764	0.000184518	0.0501283	181.211	5000.08	49.998
41	0.117162	0.0837779	0.000439866	0.000185104	0.0501308	181.231	5000.08	49.998
42	0.117737	0.0835564	0.00044191	0.000185681	0.0501334	181.25	5000.08	49.998
43	0.118111	0.0833398	0.000443254	0.000186249	0.050136	181.27	5000.08	49.998
44	0.118488	0.083128	0.000444609	0.000186808	0.0501385	181.288	5000.08	49.998
45	0.118885	0.0829209	0.000446033	0.000187358	0.0501411	181.307	5000.08	49.9979
46	0.119272	0.0827182	0.000447419	0.000187899	0.0501437	181.325	5000.08	49.9979
47	0.119646	0.0825199	0.000448763	0.000188432	0.0501463	181.343	5000.08	49.9979
48	0.120145	0.0823259	0.000450537	0.000188957	0.0501489	181.36	5000.08	49.9979
49	0.120909	0.0821361	0.000453224	0.000189473	0.0501515	181.377	5000.08	49.9979
50	0.12146	0.0819504	0.000455175	0.000189982	0.0501542	181.394	5000.08	49.9979
51	0.122038	0.0817687	0.000457218	0.000190482	0.0501568	181.411	5000.09	49.9979
52	0.12282	0.0815909	0.000459961	0.000190974	0.0501595	181.427	5000.09	49.9979
53	0.123848	0.0814169	0.000463556	0.000191459	0.0501622	181.443	5000.09	49.9978
54	0.12457	0.0812467	0.000466088	0.000191936	0.050165	181.458	5000.09	49.9978
55	0.125543	0.0810803	0.000469488	0.000192405	0.0501677	181.473	5000.09	49.9978
56	0.126574	0.0809175	0.000473086	0.000192866	0.0501705	181.488	5000.09	49.9978
57	0.127432	0.0807582	0.000476081	0.000193321	0.0501733	181.503	5000.09	49.9978
58	0.128271	0.0806024	0.000479014	0.000193767	0.0501762	181.517	5000.09	49.9978
59	0.12917	0.0804499	0.000482149	0.000194207	0.050179	181.531	5000.09	49.9978
60	0.562361	0.0805477	0.00185678	0.000194065	0.0501852	181.545	5000.09	49.9978
61	0.52251	0.0810243	0.00173665	0.000193092	0.0502024	181.557	5000.09	49.9978
62	0.388611	0.0812697	0.00132548	0.000192643	0.0502148	181.569	5000.09	49.9978
63	0.258322	0.0813974	0.0009121	0.000192458	0.0502248	181.582	5000.09	49.9978
64	0.192889	0.0813518	0.00069764	0.000192653	0.0502306	181.594	5000.09	49.9978
65	0.177711	0.081271	0.00064707	0.000192924	0.0502354	181.607	5000.09	49.9978
66	0.169945	0.0811764	0.000621069	0.000193225	0.0502398	181.619	5000.09	49.9978
67	0.159917	0.081066	0.000587319	0.000193562	0.0502439	181.631	5000.09	49.9978
68	0.15352	0.0809439	0.000565704	0.000193925	0.0502477	181.643	5000.09	49.9978
69	0.150381	0.0808157	0.00055509	0.000194302	0.0502514	181.654	5000.09	49.9978
70	0.149237	0.080685	0.000551241	0.000194684	0.0502549	181.666	5000.09	49.9977
71	0.149316	0.0805539	0.000551551	0.000195069	0.0502585	181.677	5000.09	49.9977
72	0.150165	0.0804234	0.000554476	0.000195452	0.0502621	181.688	5000.09	49.9977
73	0.151213	0.0802943	0.000558078	0.000195832	0.0502657	181.699	5000.09	49.9977
74	0.152405	0.080167	0.000562165	0.000196209	0.0502693	181.709	5000.09	49.9977
75	0.153846	0.0800417	0.000567096	0.000196581	0.050273	181.72	5000.09	49.9977
76	0.155464	0.0799184	0.000572619	0.00019695	0.0502767	181.73	5000.09	49.9977
77	0.157357	0.0797974	0.000579072	0.000197313	0.0502805	181.74	5000.09	49.9977
78	0.159654	0.0796788	0.000586886	0.000197672	0.0502844	181.749	5000.09	49.9977
79	0.162404	0.0795629	0.000596218	0.000198025	0.0502883	181.759	5000.09	49.9977
80	0.165333	0.0794499	0.000606145	0.000198371	0.0502923	181.768	5000.09	49.9977
81	20.6334	0.0799973	0.0464241	0.000198503	0.0505007	181.755	5000.09	49.9977
82	4.66148	0.08288	0.0125366	0.000194502	0.0509248	181.719	5000.09	49.9977
83	0.332897	0.0833302	0.00115313	0.000193672	0.0509518	181.726	5000.09	49.9977
84	0.234892	0.0832213	0.000837719	0.000194015	0.0509593	181.736	5000.09	49.9977
85	0.215922	0.0830641	0.000775447	0.000194461	0.0509654	181.745	5000.09	49.9978
86	0.209897	0.0828916	0.000755603	0.000194941	0.0509711	181.755	5000.09	49.9978
87	61.0945	0.0852994	0.118067	0.00019265	0.0514511	181.712	5000.09	49.9978
88	30.615	0.0923214	0.0655299	0.000182599	0.0521916	181.642	5000.09	49.9978
89	36.6443	0.0987798	0.076582	0.000175179	0.0529617	181.57	5000.09	49.9978
90	10.9754	0.103767	0.0268661	0.000169825	0.053503	181.524	5000.09	49.9978
91	0.389561	0.103789	0.00133546	0.000170034	0.0535384	181.535	5000.09	49.9978
92	0.286352	0.103033	0.00100759	0.00017138	0.0535479	181.548	5000.09	49.9978
93	0.271173	0.102232	0.000958596	0.000172814	0.053556	181.561	5000.09	49.9978
94	0.278296	0.101443	0.000981751	0.000174248	0.0535639	181.573	5000.09	49.9978
95	0.2963	0.100683	0.00103991	0.000175656	0.0535722	181.586	5000.09	49.9978
96	0.325882	0.0999591	0.00113475	0.000177025	0.0535813	181.598	5000.09	49.9978
97	0.373971	0.0992769	0.00128723	0.000178344	0.0535915	181.61	5000.09	49.9978
98	0.523294	0.0986896	0.00174983	0.000179524	0.0536043	181.621	5000.09	49.9978
99	1.29908	0.0988448	0.00399805	0.00017945	0.0536323	181.63	5000.09	49.9978
100	1.42925	0.0990167	0.00435916	0.000179379	0.0536662	181.639	5000.09	49.9978
101	2.45803	0.100078	0.00710698	0.000177859	0.0537247	181.645	5000.09	49.9978
102	3.82179	0.101455	0.0105569	0.00017595	0.0538054	181.648	5000.09	49.9978
103	28.5725	0.105325	0.0620316	0.000171066	0.0540826	181.629	5000.09	49.9978
104	5.1426	0.110414	0.013768	0.000164557	0.0543337	181.614	5000.09	49.9978
105	9.456	0.112692	0.0236288	0.00016187	0.0544488	181.614	5000.09	49.9979
106	1.81163	0.115379	0.00540761	0.000159086	0.0546338	181.607	5000.09	49.9979
107	6.73975	0.118963	0.0175252	0.000155654	0.0548997	181.591	5000.09	49.9979
108	1.17867	0.120064	0.00366867	0.000154589	0.0549651	181.596	5000.09	49.9979
109	1.191	0.120294	0.00370392	0.000154529	0.0550053	181.605	5000.08	49.9979
110	20.0335	0.121795	0.0457022	0.000153738	0.0552258	181.594	5000.08	49.9979
111	3.07301	0.127384	0.00870998	0.000149176	0.0556832	181.557	5000.08	49.9979
112	0.832876	0.127265	0.00267998	0.000149545	0.0557236	181.566	5000.08	49.9979
113	0.62721	0.126393	0.00207059	0.00015072	0.0557459	181.577	5000.08	49.9979
114	0.579046	0.125374	0.00192535	0.00015207	0.0557638	181.589	5000.08	49.9979
115	0.648075	0.124416	0.00213369	0.000153362	0.0557812	181.6	5000.08	49.9979
116	0.564785	0.123603	0.00188245	0.000154503	0.0558007	181.611	5000.08	49.9979
117	0.526082	0.122663	0.00176457	0.000155803	0.0558167	181.621	5000.08	49.998
118	40.0931	0.131429	0.0834782	0.000148991	0.0565884	181.549	5000.08	49.998
119	15.9945	0.135817	0.0376708	0.000145916	0.0569686	181.522	5000.08	49.998
120	18.2202	0.156249	0.0422804	0.000131853	0.0582377	181.398	5000.08	49.998
121	0.766964	0.156076	0.00249404	0.000132543	0.0583647	181.401	5000.08	49.998
122	0.421486	0.153564	0.00144476	0.000134821	0.0583813	181.416	5000.08	49.998
123	0.401845	0.15104	0.00138322	0.000137169	0.0583942	181.431	5000.08	49.998
124	1.64074	0.149278	0.00497149	0.000138903	0.0584117	181.445	5000.08	49.998
125	0.512395	0.147987	0.00172766	0.000140279	0.0584408	181.458	5000.08	49.998
126	0.361996	0.145836	0.00125757	0.000142445	0.0584537	181.472	5000.08	49.998
127	0.328338	0.143688	0.00115016	0.000144661	0.0584642	181.486	5000.08	49.9981
128	0.3028	0.141601	0.001068	0.000146877	0.0584738	181.5	5000.08	49.9981
129	0.285022	0.139597	0.00101045	0.000149066	0.0584827	181.514	5000.08	49.9981
130	0.262826	0.137655	0.000938094	0.000151248	0.0584909	181.527	5000.08	49.9981
131	0.251729	0.135783	0.000901753	0.00015341	0.0584985	181.541	5000.08	49.9981
132	0.244294	0.134004	0.000877348	0.000155522	0.0585059	181.554	5000.08	49.9981
133	0.229455	0.132289	0.000828345	0.000157612	0.0585129	181.567	5000.08	49.9981
134	0.21712	0.130632	0.000787401	0.000159682	0.0585194	181.58	5000.07	49.9981
135	0.206473	0.129035	0.000751897	0.000161728	0.0585255	181.593	5000.07	49.9981
136	0.200043	0.1275	0.000730394	0.000163744	0.0585313	181.605	5000.07	49.9982
137	0.19377	0.126026	0.000709359	0.000165726	0.0585368	181.617	5000.07	49.9982
138	0.187095	0.124609	0.0006869	0.000167677	0.0585421	181.629	5000.07	49.9982
139	0.189562	0.123265	0.000695285	0.000169571	0.0585474	181.641	5000.07	49.9982
140	0.181147	0.121969	0.000666882	0.000171438	0.0585525	181.652	5000.07	49.9982
141	0.173222	0.120714	0.000640024	0.000173284	0.0585573	181.664	5000.07	49.9982
142	0.166416	0.119501	0.000616876	0.000175105	0.0585619	181.675	5000.07	49.9982
143	0.161317	0.11833	0.000599491	0.000176899	0.0585662	181.686	5000.07	49.9982
144	0.157324	0.1172	0.000585847	0.000178665	0.0585703	181.697	5000.07	49.9982
145	0.153571	0.11611	0.000572998	0.000180401	0.0585743	181.707	5000.07	49.9983
146	0.149333	0.115058	0.000558448	0.000182108	0.0585782	181.718	5000.07	49.9983
147	0.145146	0.114043	0.000544035	0.000183786	0.0585819	181.728	5000.07	49.9983
148	0.141345	0.113062	0.000530921	0.000185436	0.0585854	181.738	5000.07	49.9983
149	0.138097	0.112115	0.000519696	0.000187057	0.0585888	181.748	5000.07	49.9983
150	0.135302	0.111199	0.000510019	0.000188652	0.058592	181.757	5000.07	49.9983
151	0.132825	0.110314	0.000501433	0.000190218	0.0585952	181.767	5000.07	49.9983
152	0.130238	0.109458	0.000492446	0.000191758	0.0585983	181.776	5000.07	49.9983
153	0.12778	0.108631	0.000483894	0.000193271	0.0586012	181.785	5000.07	49.9984
154	0.125676	0.107829	0.000476562	0.000194758	0.0586041	181.794	5000.07	49.9984
155	0.123949	0.107054	0.000470543	0.000196219	0.0586069	181.803	5000.06	49.9984
156	0.122419	0.106303	0.000465207	0.000197654	0.0586096	181.812	5000.06	49.9984
157	0.12086	0.105575	0.00045976	0.000199065	0.0586122	181.82	5000.06	49.9984
158	0.119417	0.104871	0.000454716	0.00020045	0.0586148	181.829	5000.06	49.9984
159	0.118076	0.104188	0.000450022	0.000201812	0.0586173	181.837	5000.06	49.9984
160	0.116974	0.103525	0.000446166	0.00020315	0.0586198	181.845	5000.06	49.9985
161	0.116097	0.102883	0.000443098	0.000204464	0.0586222	181.853	5000.06	49.9985
162	0.11557	0.10226	0.000441261	0.000205755	0.0586245	181.861	5000.06	49.9985
163	0.115166	0.101656	0.000439858	0.000207024	0.0586269	181.868	5000.06	49.9985
164	0.115008	0.101069	0.000439322	0.000208269	0.0586292	181.876	5000.06	49.9985
165	0.114474	0.1005	0.000437459	0.000209493	0.0586315	181.883	5000.06	49.9985
166	0.113884	0.0999472	0.000435394	0.000210695	0.0586338	181.89	5000.06	49.9985
167	0.113689	0.0994105	0.000434725	0.000211876	0.058636	181.897	5000.06	49.9985
168	0.113354	0.098889	0.000433561	0.000213036	0.0586382	181.904	5000.06	49.9986
169	0.11285	0.0983822	0.000431801	0.000214176	0.0586404	181.911	5000.06	49.9986
170	0.11233	0.0978894	0.000429978	0.000215296	0.0586426	181.918	5000.06	49.9986
171	0.111883	0.0974102	0.000428418	0.000216396	0.0586447	181.924	5000.06	49.9986
172	0.111445	0.0969441	0.000426886	0.000217477	0.0586468	181.931	5000.06	49.9986
173	0.111081	0.0964906	0.000425613	0.00021854	0.0586489	181.937	5000.05	49.9986
174	0.110815	0.0960491	0.000424687	0.000219584	0.0586509	181.943	5000.05	49.9986
175	0.110727	0.0956194	0.000424394	0.000220611	0.058653	181.949	5000.05	49.9987
176	0.110675	0.095201	0.000424224	0.000221619	0.058655	181.955	5000.05	49.9987
177	0.110523	0.0947935	0.000423703	0.000222611	0.058657	181.961	5000.05	49.9987
178	0.110372	0.0943966	0.000423182	0.000223585	0.058659	181.966	5000.05	49.9987
179	0.110241	0.0940099	0.000422733	0.000224542	0.058661	181.972	5000.05	49.9987
180	0.110193	0.093633	0.000422575	0.000225484	0.058663	181.978	5000.05	49.9987
181	0.110147	0.0932656	0.000422426	0.000226409	0.058665	181.983	5000.05	49.9987
182	0.11004	0.0929074	0.000422064	0.000227319	0.0586669	181.988	5000.05	49.9988
183	0.10996	0.092558	0.000421793	0.000228213	0.0586689	181.993	5000.05	49.9988
184	0.109908	0.0922173	0.000421624	0.000229092	0.0586708	181.999	5000.05	49.9988
185	0.109869	0.0918848	0.000421498	0.000229957	0.0586727	182.004	5000.05	49.9988
186	0.109856	0.0915604	0.000421466	0.000230807	0.0586746	182.008	5000.05	49.9988
187	0.109869	0.0912438	0.000421525	0.000231643	0.0586765	182.013	5000.05	49.9988
188	0.109928	0.0909347	0.000421743	0.000232465	0.0586784	182.018	5000.05	49.9988
189	0.110016	0.090633	0.00042207	0.000233273	0.0586803	182.023	5000.05	49.9989
190	0.110126	0.0903384	0.00042247	0.000234068	0.0586822	182.027	5000.04	49.9989
191	0.11028	0.0900507	0.000423028	0.000234849	0.0586841	182.032	5000.04	49.9989
192	0.110454	0.0897697	0.000423656	0.000235618	0.058686	182.036	5000.04	49.9989
193	0.110652	0.0894952	0.00042437	0.000236374	0.0586879	182.04	5000.04	49.9989
194	0.110875	0.089227	0.000425172	0.000237117	0.0586897	182.044	5000.04	49.9989
195	0.111177	0.088965	0.000426251	0.000237848	0.0586916	182.048	5000.04	49.999
196	0.111594	0.0887091	0.000427737	0.000238566	0.0586935	182.052	5000.04	49.999
197	0.111991	0.0884592	0.000429153	0.000239273	0.0586954	182.056	5000.04	49.999
198	0.112333	0.0882149	0.000430374	0.000239967	0.0586973	182.06	5000.04	49.999
199	0.112669	0.0879761	0.000431573	0.00024065	0.0586992	182.064	5000.04	49.999
200	0.112993	0.0877425	0.000432729	0.000241323	0.0587011	182.068	5000.04	49.999
201	0.114423	0.087515	0.000437796	0.000241981	0.058703	182.071	5000.04	49.999
202	0.12174	0.0873017	0.00046359	0.000242605	0.0587051	182.075	5000.04	49.9991
203	0.124067	0.0871003	0.000471772	0.000243199	0.0587074	182.079	5000.04	49.9991
204	0.121957	0.0868994	0.000464372	0.000243795	0.0587096	182.082	5000.04	49.9991
205	0.119938	0.0866983	0.000457283	0.000244392	0.0587118	182.085	5000.04	49.9991
206	0.119058	0.0864983	0.000454193	0.000244989	0.0587139	182.089	5000.03	49.9991
207	0.130625	0.0863085	0.000494781	0.000245559	0.058716	182.092	5000.03	49.9991
208	0.510803	0.0864666	0.00173067	0.000245179	0.0587233	182.094	5000.03	49.9992
209	0.266895	0.0866841	0.000955095	0.000244665	0.0587351	182.096	5000.03	49.9992
210	0.173081	0.0866118	0.000641369	0.000244922	0.0587403	182.099	5000.03	49.9992
211	0.149932	0.0864824	0.00056191	0.000245329	0.0587438	182.102	5000.03	49.9992
212	0.140297	0.0863357	0.000528542	0.000245783	0.0587468	182.105	5000.03	49.9992
213	0.135572	0.0861803	0.000512113	0.00024626	0.0587495	182.108	5000.03	49.9992
214	0.131976	0.0860197	0.000499578	0.000246753	0.0587521	182.111	5000.03	49.9993
215	0.129478	0.0858552	0.00049086	0.000247258	0.0587546	182.113	5000.03	49.9993
216	0.128202	0.085689	0.000486403	0.00024777	0.058757	182.116	5000.03	49.9993
217	0.127833	0.0855228	0.000485119	0.000248282	0.0587594	182.119	5000.03	49.9993
218	0.128141	0.0853576	0.000486207	0.000248794	0.0587617	182.121	5000.03	49.9993
219	0.129369	0.0851941	0.000490514	0.000249302	0.0587641	182.124	5000.03	49.9993
220	0.130862	0.0850328	0.000495744	0.000249806	0.0587666	182.126	5000.03	49.9994
221	35.2519	0.0850641	0.0755955	0.00025064	0.0588897	182.116	5000.03	49.9994
222	47.7259	0.0918863	0.0981597	0.00023812	0.0597704	182.022	5000.02	49.9994
223	39.4373	0.101878	0.0834515	0.000221258	0.0608009	181.914	5000.02	49.9994
224	33.1349	0.109018	0.071889	0.000211112	0.0615297	181.842	5000.02	49.9994
225	16.5119	0.117002	0.0392562	0.00020108	0.062311	181.765	5000.02	49.9994
226	0.319042	0.117069	0.00112831	0.000201335	0.0623707	181.768	5000.02	49.9995
227	0.193389	0.115902	0.000712359	0.000203436	0.0623773	181.777	5000.02	49.9995
228	0.163199	0.114686	0.000609309	0.000205656	0.0623818	181.786	5000.02	49.9995
229	0.153222	0.113492	0.000574926	0.000207878	0.0623856	181.794	5000.02	49.9995
230	0.150017	0.112339	0.000563861	0.000210068	0.0623892	181.803	5000.02	49.9995
231	0.149478	0.111231	0.000562024	0.000212217	0.0623927	181.812	5000.02	49.9996
232	0.150373	0.11017	0.000565155	0.000214317	0.0623962	181.82	5000.02	49.9996
233	0.151956	0.109154	0.000570667	0.000216369	0.0623997	181.828	5000.02	49.9996
234	0.232643	0.108239	0.000844686	0.000218257	0.0624037	181.836	5000.02	49.9996
235	0.524725	0.107864	0.00178017	0.000219121	0.0624154	181.843	5000.01	49.9996
236	0.637608	0.107799	0.00212685	0.000219394	0.0624331	181.85	5000.01	49.9996
237	0.347387	0.107443	0.00122069	0.00022024	0.0624472	181.856	5000.01	49.9997
238	0.367488	0.106953	0.00128534	0.000221345	0.0624575	181.863	5000.01	49.9997
239	0.364159	0.106529	0.00127474	0.000222328	0.0624687	181.87	5000.01	49.9997
240	0.25425	0.105926	0.000916829	0.000223678	0.0624773	181.876	5000.01	49.9997
241	0.222892	0.105234	0.000812393	0.000225221	0.0624835	181.883	5000.01	49.9997
242	0.239998	0.104554	0.000869581	0.000226753	0.0624894	181.89	5000.01	49.9998
243	0.472094	0.10437	0.00161698	0.000227269	0.0625028	181.896	5000.01	49.9998
244	0.299661	0.103901	0.00106636	0.00022839	0.0625132	181.902	5000.01	49.9998
245	0.268252	0.103322	0.000963347	0.000229751	0.0625209	181.908	5000.01	49.9998
246	0.268676	0.10273	0.000964791	0.000231152	0.0625282	181.914	5000.01	49.9998
247	0.284523	0.10215	0.00101696	0.000232541	0.0625357	181.92	5000.01	49.9998
248	0.327343	0.10161	0.00115661	0.000233861	0.0625442	181.926	5000.01	49.9999
249	0.377292	0.101119	0.00131746	0.00023509	0.0625542	181.931	5000	49.9999
250	0.446539	0.100666	0.00153727	0.000236256	0.0625659	181.936	5000	49.9999
251	0.905543	0.100528	0.00292991	0.00023673	0.0625847	181.941	5000	49.9999
252	1.90005	0.101306	0.00573509	0.000235205	0.0626255	181.943	5000	49.9999
253	32.4252	0.102788	0.0708094	0.000232538	0.0627346	181.937	5000	50
254	47.7994	0.112857	0.0989665	0.000216474	0.0635301	181.856	5000	50
255	48.0064	0.125571	0.0994256	0.000198862	0.0643369	181.776	5000	50
256	13.9457	0.141877	0.0340152	0.000180644	0.0653109	181.679	5000	50
257	3.34435	0.144924	0.00956309	0.000177513	0.0654459	181.676	5000	50
258	1.60366	0.145787	0.00493214	0.00017683	0.0655171	181.679	5000	50.0001
259	1.20007	0.145041	0.00379332	0.000177953	0.0655549	181.686	5000	50.0001
260	2.09178	0.145121	0.00627172	0.000178108	0.0656014	181.693	5000	50.0001
261	1.32113	0.14558	0.00413966	0.000177838	0.0656561	181.698	5000	50.0001
262	0.932345	0.144899	0.00301703	0.000178875	0.0656911	181.705	4999.99	50.0001
263	1.07853	0.144276	0.00344433	0.000179838	0.065724	181.712	4999.99	50.0002
264	54.4195	0.148309	0.110998	0.000176931	0.0661497	181.676	4999.99	50.0002
265	3.09783	0.160428	0.00894271	0.000166609	0.0668573	181.61	4999.99	50.0002
266	32.7932	0.160553	0.0719004	0.000167412	0.0670666	181.6	4999.99	50.0002
267	1.30457	0.165767	0.00409928	0.000163786	0.0674528	181.571	4999.99	50.0002
268	0.812198	0.163896	0.00266528	0.000165811	0.06748	181.581	4999.99	50.0003
269	0.695278	0.162036	0.00231352	0.000167859	0.0675043	181.592	4999.99	50.0003
270	0.482977	0.159768	0.00165885	0.00017036	0.0675219	181.603	4999.99	50.0003
271	0.450284	0.157446	0.00155595	0.000172976	0.0675361	181.614	4999.99	50.0003
272	0.41826	0.155195	0.00145447	0.000175586	0.0675494	181.625	4999.99	50.0003
273	0.379504	0.152983	0.00133063	0.000178222	0.0675616	181.636	4999.99	50.0004
274	0.360556	0.150827	0.00126971	0.000180862	0.0675728	181.647	4999.98	50.0004
275	0.342954	0.148748	0.00121285	0.00018348	0.0675833	181.658	4999.98	50.0004
276	0.330102	0.146741	0.00117119	0.000186078	0.0675934	181.669	4999.98	50.0004
277	0.406849	0.144908	0.00141866	0.000188522	0.0676041	181.679	4999.98	50.0004
278	0.349529	0.143188	0.00123445	0.000190884	0.0676157	181.689	4999.98	50.0005
279	0.30282	0.141423	0.0010823	0.000193354	0.0676253	181.699	4999.98	50.0005
280	0.278957	0.139683	0.0010038	0.000195845	0.0676337	181.709	4999.98	50.0005
281	0.26452	0.137994	0.000956034	0.000198322	0.0676415	181.719	4999.98	50.0005
282	0.253218	0.136358	0.000918487	0.000200777	0.0676489	181.729	4999.98	50.0005
283	0.242356	0.134777	0.000882264	0.000203208	0.0676559	181.739	4999.98	50.0006
284	0.232914	0.13325	0.000850659	0.000205611	0.0676625	181.748	4999.98	50.0006
285	0.223879	0.131775	0.000820309	0.000207985	0.0676688	181.757	4999.98	50.0006
286	0.215177	0.130351	0.000790975	0.000210328	0.0676748	181.767	4999.98	50.0006
287	0.207627	0.128975	0.000765442	0.00021264	0.0676804	181.776	4999.97	50.0006
288	0.202249	0.127647	0.000747215	0.00021492	0.0676859	181.784	4999.97	50.0007
289	0.195821	0.126364	0.000725362	0.000217168	0.0676911	181.793	4999.97	50.0007
290	0.189837	0.125125	0.000704965	0.000219384	0.067696	181.802	4999.97	50.0007
291	0.184053	0.123928	0.000685192	0.000221567	0.0677008	181.81	4999.97	50.0007
292	0.179065	0.122771	0.000668104	0.000223719	0.0677053	181.819	4999.97	50.0007
293	0.173779	0.121651	0.00064994	0.000225839	0.0677097	181.827	4999.97	50.0008
294	0.168489	0.120569	0.000631716	0.000227927	0.0677138	181.835	4999.97	50.0008
295	0.163611	0.119521	0.000614869	0.000229984	0.0677177	181.843	4999.97	50.0008
296	0.15986	0.118507	0.000601887	0.00023201	0.0677215	181.85	4999.97	50.0008
297	0.156951	0.117525	0.000591807	0.000234005	0.0677251	181.858	4999.97	50.0008
298	0.984629	0.118135	0.00318281	0.000232979	0.0677503	181.863	4999.97	50.0009
299	34.5894	0.12034	0.0756187	0.000230299	0.0680201	181.841	4999.96	50.0009
300	1.04978	0.125717	0.00337553	0.000223113	0.0684944	181.798	4999.96	50.0009
301	0.26156	0.125023	0.00094767	0.000224467	0.0685082	181.805	4999.96	50.0009
302	0.182497	0.123971	0.000680507	0.000226441	0.0685138	181.813	4999.96	50.001
303	0.15611	0.12288	0.000589291	0.00022851	0.0685178	181.822	4999.96	50.001
304	0.14419	0.121799	0.000547681	0.000230596	0.0685212	181.83	4999.96	50.001
305	0.137479	0.12074	0.000524136	0.000232672	0.0685242	181.838	4999.96	50.001
306	0.133125	0.11971	0.00050882	0.000234727	0.068527	181.846	4999.96	50.001
307	0.130074	0.11871	0.000498064	0.000236757	0.0685297	181.854	4999.96	50.0011
308	0.127884	0.11774	0.000490339	0.000238758	0.0685323	181.861	4999.96	50.0011
309	0.126123	0.1168	0.000484121	0.000240729	0.0685347	181.869	4999.96	50.0011
310	0.124589	0.11589	0.0004787	0.000242669	0.0685371	181.876	4999.96	50.0011
311	0.123085	0.115008	0.000473383	0.00024458	0.0685395	181.884	4999.95	50.0011
312	0.121681	0.114152	0.000468413	0.00024646	0.0685417	181.891	4999.95	50.0012
313	0.120475	0.113323	0.000464142	0.000248312	0.0685439	181.898	4999.95	50.0012
314	0.119309	0.112518	0.000460009	0.000250135	0.068546	181.905	4999.95	50.0012
315	0.118544	0.111737	0.000457301	0.00025193	0.0685481	181.911	4999.95	50.0012
