time	cp0	cai0	J_uni0	jNCX_m0	ca_mito0	psi_mito0	atp0	adp0
5809	92.5977	0.344053	0.238261	0.003984	0.784946	180.356	4992.46	50.1886
5810	1.99644	0.356833	0.00740506	0.00384255	0.785638	180.311	4992.45	50.1887
5811	0.845392	0.346087	0.00334936	0.00396418	0.78564	180.342	4992.45	50.1887
5812	36.6008	0.3534	0.104355	0.00388321	0.786455	180.284	4992.45	50.1887
5813	18.1313	0.366109	0.0554552	0.00374943	0.78733	180.22	4992.45	50.1888
5814	0.823307	0.359868	0.00326685	0.00381658	0.787515	180.233	4992.45	50.1888
5815	0.607106	0.347547	0.00246363	0.00395431	0.787524	180.265	4992.45	50.1888
5816	0.445411	0.33548	0.00184825	0.00409904	0.787505	180.299	4992.44	50.1889
5817	0.406053	0.324027	0.00169625	0.00424645	0.787481	180.333	4992.44	50.1889
5818	0.753281	0.314719	0.0030108	0.00437455	0.787463	180.365	4992.44	50.189
5819	1.27259	0.307052	0.00489158	0.00448628	0.787451	180.396	4992.44	50.189
5820	0.498607	0.299636	0.00205388	0.00459982	0.787439	180.426	4992.44	50.189
5821	0.388605	0.291154	0.00162942	0.00473636	0.78741	180.457	4992.44	50.1891
5822	4.46637	0.317927	0.0155185	0.00433758	0.788699	180.343	4992.44	50.1891
5823	9.80268	0.32482	0.0317865	0.00424687	0.789321	180.304	4992.43	50.1891
5824	0.750177	0.320307	0.00299917	0.00430904	0.78942	180.324	4992.43	50.1892
5825	0.402647	0.310708	0.00168351	0.00444474	0.789397	180.357	4992.43	50.1892
5826	0.345438	0.301261	0.00146008	0.00458671	0.789368	180.39	4992.43	50.1892
5827	0.315728	0.292353	0.00134305	0.00472908	0.789335	180.422	4992.43	50.1893
5828	0.319792	0.284103	0.00135936	0.00486901	0.789301	180.453	4992.43	50.1893
5829	0.275607	0.276253	0.00118374	0.00500997	0.789264	180.484	4992.43	50.1894
5830	0.254695	0.268815	0.00109998	0.0051512	0.789225	180.514	4992.42	50.1894
5831	0.238846	0.2618	0.00103618	0.00529181	0.789183	180.544	4992.42	50.1894
5832	0.225426	0.255186	0.000981926	0.00543157	0.78914	180.573	4992.42	50.1895
5833	0.214624	0.248941	0.000938097	0.00557041	0.789095	180.602	4992.42	50.1895
5834	0.206948	0.243047	0.000906878	0.00570806	0.789047	180.63	4992.42	50.1895
5835	0.20879	0.237519	0.000914532	0.00584345	0.788999	180.657	4992.42	50.1896
5836	0.199193	0.232298	0.000875356	0.0059773	0.788949	180.684	4992.42	50.1896
5837	0.190344	0.227349	0.000839114	0.00610993	0.788897	180.711	4992.41	50.1896
5838	0.198676	0.222678	0.000873456	0.00624056	0.788843	180.736	4992.41	50.1897
5839	0.377625	0.21903	0.00158929	0.00634692	0.788795	180.761	4992.41	50.1897
5840	0.646318	0.216057	0.0026186	0.00643662	0.78875	180.785	4992.41	50.1897
5841	0.403952	0.213419	0.0016925	0.00651851	0.788707	180.807	4992.41	50.1898
5842	0.282288	0.21019	0.00121255	0.00662094	0.788656	180.83	4992.41	50.1898
5843	0.205665	0.206747	0.000902613	0.00673347	0.7886	180.853	4992.41	50.1898
5844	0.202253	0.203353	0.000888724	0.00684811	0.78854	180.876	4992.4	50.1899
5845	0.642962	0.201921	0.00260752	0.00689882	0.788496	180.897	4992.4	50.1899
5846	0.73271	0.200638	0.00294372	0.00694505	0.788453	180.916	4992.4	50.19
5847	0.60746	0.199596	0.00247416	0.00698334	0.788411	180.936	4992.4	50.19
5848	0.318456	0.197675	0.00135749	0.00705326	0.78836	180.956	4992.4	50.19
5849	0.202737	0.195167	0.000891139	0.0071459	0.7883	180.976	4992.4	50.1901
5850	0.169746	0.192562	0.000755037	0.00724455	0.788236	180.996	4992.4	50.1901
5851	0.157973	0.189991	0.000706065	0.00734453	0.78817	181.016	4992.4	50.1901
5852	0.152255	0.187488	0.000682212	0.00744447	0.788103	181.035	4992.39	50.1902
5853	0.148337	0.185061	0.00066585	0.00754397	0.788035	181.055	4992.39	50.1902
5854	0.145224	0.182709	0.000652837	0.00764287	0.787965	181.073	4992.39	50.1902
5855	0.14289	0.180433	0.000643077	0.00774104	0.787895	181.091	4992.39	50.1903
5856	0.141112	0.178231	0.000635646	0.00783834	0.787824	181.109	4992.39	50.1903
5857	0.139961	0.176104	0.000630846	0.00793469	0.787751	181.127	4992.39	50.1903
5858	0.139042	0.174048	0.00062702	0.00802998	0.787677	181.144	4992.39	50.1904
5859	0.138114	0.172063	0.000623152	0.00812419	0.787603	181.161	4992.38	50.1904
5860	0.137282	0.170144	0.000619688	0.0082173	0.787527	181.177	4992.38	50.1904
5861	0.136628	0.16829	0.000616974	0.00830927	0.787451	181.193	4992.38	50.1905
5862	0.136047	0.166498	0.000614562	0.00840008	0.787374	181.209	4992.38	50.1905
5863	0.13646	0.164768	0.00061635	0.00848963	0.787295	181.224	4992.38	50.1905
5864	0.138065	0.163103	0.000623166	0.00857758	0.787216	181.239	4992.38	50.1906
5865	0.137217	0.161492	0.000619626	0.00866433	0.787136	181.254	4992.38	50.1906
5866	0.443582	0.160223	0.00185062	0.00873416	0.787057	181.268	4992.37	50.1906
5867	0.733348	0.160438	0.00295158	0.00872348	0.786997	181.279	4992.37	50.1907
5868	0.82518	0.160701	0.00329283	0.00871023	0.786938	181.291	4992.37	50.1907
5869	0.688071	0.16113	0.00278252	0.00868801	0.786881	181.302	4992.37	50.1907
5870	0.801667	0.161954	0.00320614	0.00864472	0.786829	181.312	4992.37	50.1908
5871	0.549591	0.162065	0.00225896	0.00863971	0.786768	181.323	4992.37	50.1908
5872	0.73111	0.162504	0.00294403	0.00861726	0.78671	181.334	4992.37	50.1908
5873	0.320969	0.162128	0.00137002	0.0086381	0.786644	181.345	4992.37	50.1909
5874	0.21085	0.161126	0.000926014	0.00869269	0.786568	181.357	4992.36	50.1909
5875	0.176542	0.159959	0.000784574	0.00875694	0.786489	181.369	4992.36	50.1909
5876	0.164929	0.158749	0.000736292	0.00882449	0.786409	181.381	4992.36	50.191
5877	0.160463	0.15753	0.000717685	0.0088935	0.786328	181.393	4992.36	50.191
5878	0.159013	0.156316	0.000711654	0.00896325	0.786246	181.404	4992.36	50.191
5879	0.174854	0.155151	0.000777723	0.0090312	0.786163	181.415	4992.36	50.1911
5880	0.192162	0.154071	0.000849429	0.00909513	0.786081	181.426	4992.36	50.1911
5881	0.374101	0.153299	0.00158068	0.00914145	0.786	181.437	4992.35	50.1911
5882	0.62307	0.153199	0.00253955	0.00914789	0.785929	181.446	4992.35	50.1912
5883	0.663472	0.153533	0.0026921	0.00912838	0.785865	181.454	4992.35	50.1912
5884	0.471484	0.15352	0.00196039	0.00912958	0.785796	181.462	4992.35	50.1912
5885	0.251852	0.152857	0.00109352	0.00916959	0.785719	181.471	4992.35	50.1913
5886	0.214184	0.151922	0.000940183	0.00922639	0.785637	181.481	4992.35	50.1913
5887	2.4639	0.154961	0.00904957	0.0090449	0.785812	181.462	4992.35	50.1913
5888	1.05365	0.156387	0.00413263	0.00896273	0.785769	181.468	4992.34	50.1914
5889	0.461669	0.156537	0.00192255	0.00895451	0.785708	181.475	4992.34	50.1914
5890	0.384858	0.155993	0.00162328	0.00898612	0.785635	181.484	4992.34	50.1915
5891	0.814731	0.155759	0.00325739	0.00899998	0.785564	181.493	4992.34	50.1915
5892	83.087	0.167097	0.218479	0.00838669	0.786396	181.402	4992.34	50.1915
5893	50.4159	0.181209	0.140078	0.00773165	0.78724	181.313	4992.34	50.1916
5894	49.6997	0.204892	0.138162	0.00683507	0.788679	181.163	4992.34	50.1916
5895	19.8259	0.220484	0.0605116	0.00635123	0.789415	181.093	4992.34	50.1916
5896	45.8147	0.237652	0.12834	0.00589153	0.790415	180.996	4992.33	50.1917
5897	20.0064	0.252811	0.0609459	0.00553807	0.791255	180.92	4992.33	50.1917
5898	2.47079	0.260331	0.00904662	0.00537878	0.791769	180.881	4992.33	50.1917
5899	1.87522	0.258173	0.0070182	0.00542541	0.791849	180.89	4992.33	50.1918
5900	22.7722	0.257013	0.0684876	0.00545126	0.792049	180.886	4992.33	50.1918
5901	27.0036	0.27729	0.0798043	0.00505238	0.793046	180.795	4992.33	50.1918
5902	27.7092	0.297321	0.0816398	0.00471216	0.793929	180.719	4992.33	50.1919
5903	29.7795	0.311473	0.0870721	0.00449864	0.794662	180.661	4992.32	50.1919
5904	4.94187	0.311962	0.0170707	0.00449337	0.794783	180.672	4992.32	50.1919
5905	1.45889	0.306195	0.00556275	0.00457999	0.794803	180.693	4992.32	50.192
5906	1.38105	0.301181	0.00528878	0.00465821	0.794822	180.714	4992.32	50.192
5907	1.20543	0.295449	0.00466494	0.00475058	0.794823	180.736	4992.32	50.1921
5908	0.981499	0.289909	0.00385798	0.00484334	0.79482	180.758	4992.32	50.1921
5909	0.803134	0.28377	0.00320452	0.00495012	0.794806	180.78	4992.31	50.1921
5910	0.67277	0.277482	0.00271964	0.0050643	0.794786	180.803	4992.31	50.1922
5911	0.592674	0.271205	0.00241818	0.0051835	0.79476	180.826	4992.31	50.1922
5912	0.648128	0.265235	0.00262775	0.00530216	0.794732	180.848	4992.31	50.1922
5913	0.909688	0.260638	0.00359819	0.00539762	0.794711	180.869	4992.31	50.1923
5914	0.658455	0.256021	0.00266716	0.00549689	0.794689	180.89	4992.31	50.1923
5915	0.785807	0.251565	0.00314262	0.00559617	0.794662	180.91	4992.31	50.1923
5916	0.5258	0.246944	0.00216497	0.00570277	0.794631	180.931	4992.3	50.1924
5917	0.499783	0.242166	0.00206551	0.00581719	0.794594	180.951	4992.3	50.1924
5918	0.518412	0.237791	0.00213715	0.00592606	0.794557	180.971	4992.3	50.1924
5919	0.516686	0.233721	0.00213076	0.00603108	0.794519	180.991	4992.3	50.1925
5920	0.446275	0.229649	0.00185974	0.00613985	0.794478	181.01	4992.3	50.1925
5921	0.401233	0.225617	0.00168472	0.00625136	0.794434	181.029	4992.3	50.1926
5922	0.383464	0.221711	0.00161536	0.00636325	0.794387	181.048	4992.3	50.1926
5923	0.361868	0.217941	0.00153067	0.00647505	0.794339	181.066	4992.3	50.1926
5924	0.338874	0.214285	0.00144006	0.00658721	0.794288	181.084	4992.29	50.1927
5925	0.319654	0.210742	0.00136398	0.00669962	0.794236	181.102	4992.29	50.1927
5926	0.330812	0.207388	0.00140838	0.0068096	0.794182	181.119	4992.29	50.1927
5927	0.369654	0.204326	0.00156185	0.00691321	0.794129	181.136	4992.29	50.1928
5928	0.335513	0.20142	0.00142724	0.00701453	0.794074	181.153	4992.29	50.1928
5929	0.291596	0.198478	0.00125251	0.00711998	0.794017	181.169	4992.29	50.1928
5930	0.267078	0.195584	0.00115417	0.00722681	0.793957	181.185	4992.29	50.1929
5931	0.251901	0.192773	0.00109298	0.00733366	0.793896	181.201	4992.28	50.1929
5932	0.241718	0.190056	0.0010518	0.00743989	0.793832	181.217	4992.28	50.1929
5933	0.234949	0.18744	0.00102438	0.00754506	0.793768	181.232	4992.28	50.193
5934	0.227088	0.18492	0.000992438	0.0076492	0.793702	181.247	4992.28	50.193
5935	0.219165	0.182488	0.000960158	0.00775241	0.793635	181.261	4992.28	50.193
5936	0.211684	0.18014	0.000929601	0.00785465	0.793566	181.276	4992.28	50.1931
5937	0.205661	0.177875	0.000904952	0.00795586	0.793496	181.29	4992.28	50.1931
5938	0.199292	0.175689	0.000878817	0.00805597	0.793425	181.303	4992.27	50.1931
5939	0.193678	0.173579	0.000855735	0.00815496	0.793353	181.317	4992.27	50.1932
5940	0.187689	0.171543	0.000831053	0.00825281	0.793279	181.33	4992.27	50.1932
5941	0.18241	0.169576	0.000809249	0.00834951	0.793204	181.343	4992.27	50.1932
5942	0.177872	0.167677	0.000790474	0.00844502	0.793128	181.355	4992.27	50.1933
5943	0.17518	0.165843	0.000779337	0.0085393	0.793051	181.368	4992.27	50.1933
5944	0.171981	0.164073	0.000766079	0.00863226	0.792973	181.38	4992.27	50.1933
5945	0.168297	0.162362	0.000750773	0.00872396	0.792894	181.391	4992.26	50.1934
5946	0.164822	0.160709	0.000736318	0.00881445	0.792814	181.403	4992.26	50.1934
5947	19.4087	0.15913	0.0595199	0.00890246	0.792776	181.409	4992.26	50.1935
5948	47.3306	0.164979	0.132531	0.00858476	0.793491	181.333	4992.26	50.1935
5949	36.7303	0.176774	0.105562	0.0080096	0.794452	181.233	4992.26	50.1935
5950	41.7567	0.182989	0.118367	0.00773682	0.795028	181.177	4992.26	50.1936
5951	39.1321	0.19716	0.111607	0.00717884	0.796111	181.068	4992.26	50.1936
5952	0.656838	0.201105	0.00266374	0.00703865	0.796441	181.043	4992.26	50.1936
5953	0.232722	0.197616	0.00101467	0.00716471	0.796385	181.062	4992.25	50.1937
5954	0.173969	0.193915	0.000773409	0.00730322	0.796322	181.08	4992.25	50.1937
5955	0.15448	0.190334	0.000692205	0.00744237	0.796255	181.098	4992.25	50.1937
5956	0.145953	0.186921	0.000656481	0.00757995	0.796187	181.116	4992.25	50.1938
5957	0.141641	0.183682	0.000638384	0.00771524	0.796117	181.134	4992.25	50.1938
5958	0.138845	0.180613	0.000626643	0.00784796	0.796045	181.151	4992.25	50.1938
5959	0.136764	0.177703	0.0006179	0.007978	0.795973	181.167	4992.25	50.1939
5960	0.135359	0.174944	0.000612009	0.00810532	0.795898	181.184	4992.24	50.1939
5961	0.134572	0.172327	0.000608725	0.00822985	0.795823	181.2	4992.24	50.1939
5962	0.133713	0.169842	0.000605131	0.00835165	0.795746	181.215	4992.24	50.194
5963	0.133141	0.16748	0.00060275	0.00847074	0.795668	181.23	4992.24	50.194
5964	0.132146	0.165233	0.000598575	0.00858722	0.795589	181.245	4992.24	50.194
5965	0.131229	0.163092	0.000594729	0.00870118	0.795508	181.26	4992.24	50.1941
5966	0.130422	0.16105	0.000591346	0.00881264	0.795426	181.274	4992.24	50.1941
5967	0.129973	0.159102	0.000589474	0.00892165	0.795344	181.288	4992.23	50.1941
5968	0.129971	0.157242	0.000589504	0.00902825	0.79526	181.301	4992.23	50.1942
5969	0.129553	0.155464	0.000587764	0.00913248	0.795175	181.315	4992.23	50.1942
5970	0.12923	0.153764	0.000586424	0.00923436	0.795089	181.328	4992.23	50.1943
5971	0.137762	0.152151	0.000622594	0.00933316	0.795002	181.34	4992.23	50.1943
5972	0.412598	0.151032	0.00173208	0.00940312	0.794918	181.352	4992.23	50.1943
5973	0.315203	0.15032	0.00134817	0.00944834	0.794841	181.363	4992.23	50.1944
5974	0.208039	0.149188	0.000915198	0.00952076	0.794757	181.374	4992.22	50.1944
5975	0.174176	0.14796	0.00077534	0.00960038	0.79467	181.386	4992.22	50.1944
5976	0.155365	0.146716	0.00069684	0.0096824	0.794581	181.397	4992.22	50.1945
5977	0.145123	0.145483	0.000653834	0.00976505	0.79449	181.408	4992.22	50.1945
5978	0.140196	0.144276	0.000633085	0.00984722	0.794398	181.418	4992.22	50.1945
5979	0.138002	0.143103	0.000623844	0.00992835	0.794306	181.429	4992.22	50.1946
5980	0.137124	0.141967	0.000620156	0.0100082	0.794212	181.439	4992.22	50.1946
5981	0.137118	0.140867	0.000620156	0.0100867	0.794118	181.449	4992.21	50.1946
5982	0.137751	0.139803	0.00062286	0.0101637	0.794023	181.459	4992.21	50.1947
5983	0.139166	0.138775	0.000628866	0.0102392	0.793927	181.469	4992.21	50.1947
5984	0.140912	0.137781	0.000636265	0.0103133	0.793831	181.478	4992.21	50.1947
5985	0.143068	0.13682	0.000645386	0.0103858	0.793734	181.487	4992.21	50.1948
5986	0.160903	0.135919	0.000720324	0.0104547	0.793636	181.496	4992.21	50.1948
5987	0.174827	0.135088	0.00077843	0.010519	0.793539	181.505	4992.21	50.1948
5988	0.178792	0.13429	0.000794938	0.0105814	0.793441	181.513	4992.21	50.1949
5989	0.175217	0.133501	0.000780107	0.0106439	0.793343	181.521	4992.2	50.1949
5990	0.174053	0.132716	0.000775289	0.0107067	0.793244	181.529	4992.2	50.1949
5991	0.181356	0.13195	0.000805658	0.0107686	0.793145	181.537	4992.2	50.195
5992	0.226311	0.131248	0.000990701	0.010826	0.793045	181.544	4992.2	50.195
5993	0.821552	0.131845	0.00328594	0.0107766	0.792965	181.55	4992.2	50.195
5994	0.90158	0.132324	0.00358152	0.0107372	0.792886	181.555	4992.2	50.1951
5995	1.7694	0.133744	0.00667907	0.0106228	0.792823	181.558	4992.2	50.1951
5996	29.5625	0.137742	0.0870579	0.0103133	0.792932	181.543	4992.19	50.1951
5997	2.02244	0.142919	0.00755396	0.0099391	0.792993	181.534	4992.19	50.1952
5998	2.02947	0.146035	0.00757815	0.00972676	0.792972	181.534	4992.19	50.1952
5999	1.5252	0.148525	0.00582304	0.00956353	0.792944	181.536	4992.19	50.1952
6000	7.0089	0.150676	0.0236189	0.00942665	0.792981	181.531	4992.19	50.1953
6001	28.8718	0.154269	0.0852068	0.0092062	0.793186	181.507	4992.19	50.1953
6002	2.09859	0.161097	0.00781298	0.0088148	0.793551	181.468	4992.19	50.1953
6003	1.96247	0.161777	0.00734496	0.00877804	0.79353	181.471	4992.18	50.1954
6004	3.79869	0.163358	0.0134808	0.00869325	0.793543	181.471	4992.18	50.1954
6005	6.05516	0.1672	0.020658	0.00849345	0.793628	181.463	4992.18	50.1954
6006	48.3222	0.173756	0.135128	0.00817254	0.79386	181.44	4992.18	50.1955
6007	7.98328	0.194187	0.0265652	0.00730988	0.795002	181.319	4992.18	50.1955
6008	1.74593	0.197213	0.00658957	0.00719848	0.795053	181.32	4992.18	50.1956
6009	0.969257	0.196378	0.00382574	0.00723003	0.795029	181.329	4992.18	50.1956
6010	1.2029	0.195909	0.00467198	0.00724831	0.795004	181.339	4992.18	50.1956
6011	5.6075	0.198147	0.0192428	0.00716659	0.795235	181.319	4992.17	50.1957
6012	1.38572	0.199323	0.00532426	0.0071252	0.795244	181.325	4992.17	50.1957
6013	1.76751	0.200184	0.00666525	0.00709549	0.795237	181.333	4992.17	50.1957
6014	0.78683	0.199368	0.00315408	0.00712546	0.79521	181.342	4992.17	50.1958
6015	0.92813	0.197841	0.00367575	0.00718145	0.795168	181.353	4992.17	50.1958
6016	1.55511	0.197238	0.0059237	0.00720432	0.795136	181.363	4992.17	50.1958
6017	1.72652	0.199474	0.00652347	0.00712403	0.795245	181.357	4992.17	50.1959
6018	52.3893	0.219711	0.145032	0.00646527	0.796531	181.222	4992.16	50.1959
6019	55.7105	0.2383	0.153086	0.00595942	0.797634	181.112	4992.16	50.1959
6020	43.1978	0.270087	0.121866	0.00525599	0.79922	180.952	4992.16	50.196
6021	21.2991	0.289916	0.0645277	0.00489593	0.800291	180.852	4992.16	50.196
6022	36.4527	0.303493	0.104564	0.00467682	0.801229	180.769	4992.16	50.196
6023	49.3674	0.313078	0.13708	0.00453396	0.802024	180.703	4992.16	50.1961
6024	31.926	0.330324	0.092752	0.00429726	0.803057	180.613	4992.16	50.1961
6025	29.3769	0.342007	0.0860401	0.00415101	0.803875	180.549	4992.15	50.1962
6026	15.4953	0.345401	0.0483113	0.00411134	0.804414	180.516	4992.15	50.1962
6027	28.1981	0.355466	0.0828871	0.00399562	0.80521	180.456	4992.15	50.1962
6028	1.69777	0.364108	0.00639447	0.00390181	0.805864	180.414	4992.15	50.1963
6029	0.476509	0.351516	0.00197261	0.00404382	0.805856	180.444	4992.15	50.1963
6030	0.36673	0.338552	0.00154656	0.00420095	0.805832	180.475	4992.15	50.1963
6031	0.33402	0.326378	0.00141798	0.00435996	0.805803	180.505	4992.14	50.1964
6032	0.316355	0.31506	0.00134824	0.00451893	0.805773	180.535	4992.14	50.1964
6033	0.309881	0.304548	0.00132273	0.00467724	0.80574	180.565	4992.14	50.1965
6034	0.336907	0.294991	0.00143004	0.00483112	0.805707	180.594	4992.14	50.1965
6035	0.314345	0.286086	0.00134085	0.00498384	0.805672	180.622	4992.14	50.1965
6036	0.277802	0.277647	0.0011952	0.00513768	0.805634	180.649	4992.14	50.1966
6037	0.255919	0.269688	0.00110736	0.00529166	0.805593	180.676	4992.14	50.1966
6038	0.242524	0.262208	0.00105336	0.00544497	0.80555	180.703	4992.13	50.1966
6039	0.23168	0.255183	0.0010095	0.00559719	0.805505	180.729	4992.13	50.1967
6040	0.222579	0.248584	0.000972582	0.0057481	0.805459	180.755	4992.13	50.1967
6041	0.214687	0.24238	0.000940482	0.00589755	0.80541	180.78	4992.13	50.1967
6042	0.206925	0.23654	0.000908823	0.00604544	0.80536	180.804	4992.13	50.1968
6043	0.199172	0.231037	0.000877099	0.00619169	0.805307	180.828	4992.13	50.1968
6044	0.191916	0.225846	0.000847331	0.00633626	0.805253	180.851	4992.13	50.1969
6045	0.185982	0.220943	0.000822935	0.00647906	0.805198	180.874	4992.12	50.1969
6046	0.180547	0.21631	0.000800542	0.00662004	0.80514	180.897	4992.12	50.1969
6047	0.176623	0.211926	0.000784364	0.00675912	0.805081	180.919	4992.12	50.197
6048	0.172821	0.207776	0.000768658	0.00689625	0.805021	180.94	4992.12	50.197
6049	0.168969	0.203843	0.00075272	0.00703138	0.804959	180.962	4992.12	50.197
6050	0.165105	0.200112	0.000736696	0.00716449	0.804895	180.982	4992.12	50.1971
6051	0.161821	0.196571	0.000723064	0.00729557	0.80483	181.002	4992.12	50.1971
6052	0.158746	0.193206	0.000710283	0.00742457	0.804764	181.022	4992.11	50.1971
6053	0.155989	0.190006	0.000698809	0.00755149	0.804696	181.041	4992.11	50.1972
6054	0.153496	0.186962	0.000688428	0.00767632	0.804627	181.06	4992.11	50.1972
6055	0.151164	0.184062	0.000678702	0.00779906	0.804556	181.079	4992.11	50.1972
6056	0.149082	0.181298	0.000670018	0.00791972	0.804484	181.097	4992.11	50.1973
6057	0.146862	0.178662	0.000660737	0.00803831	0.804411	181.114	4992.11	50.1973
6058	0.144605	0.176144	0.000651293	0.00815485	0.804337	181.132	4992.11	50.1973
6059	0.142584	0.173738	0.000642827	0.00826937	0.804261	181.148	4992.1	50.1974
6060	0.140869	0.171438	0.000635644	0.00838188	0.804184	181.165	4992.1	50.1974
6061	0.139121	0.169237	0.000628308	0.00849238	0.804106	181.181	4992.1	50.1974
6062	0.139077	0.167132	0.000628169	0.00860077	0.804027	181.197	4992.1	50.1975
6063	0.151611	0.165153	0.000680992	0.00870519	0.803947	181.212	4992.1	50.1975
6064	0.157907	0.163294	0.000707436	0.00880565	0.803866	181.227	4992.1	50.1975
6065	0.150571	0.161503	0.000676717	0.00890455	0.803785	181.242	4992.1	50.1976
6066	0.142379	0.159759	0.000642271	0.009003	0.803702	181.256	4992.1	50.1976
6067	0.137325	0.158067	0.000620968	0.0091005	0.803618	181.27	4992.09	50.1977
6068	0.134165	0.156433	0.000607629	0.00919668	0.803532	181.284	4992.09	50.1977
6069	0.132207	0.154856	0.00059937	0.00929132	0.803446	181.297	4992.09	50.1977
6070	0.131094	0.153338	0.000594679	0.00938432	0.803359	181.311	4992.09	50.1978
6071	0.130355	0.151875	0.000591578	0.00947563	0.80327	181.323	4992.09	50.1978
6072	0.129856	0.150466	0.00058949	0.00956525	0.803181	181.336	4992.09	50.1978
6073	0.129593	0.149107	0.000588404	0.00965317	0.803091	181.348	4992.09	50.1979
6074	0.129468	0.147798	0.000587904	0.00973943	0.803	181.36	4992.08	50.1979
6075	0.129443	0.146535	0.000587829	0.00982405	0.802908	181.372	4992.08	50.1979
6076	0.129526	0.145317	0.000588206	0.00990704	0.802815	181.383	4992.08	50.198
6077	0.129696	0.144141	0.000588957	0.00998846	0.802721	181.395	4992.08	50.198
6078	0.129938	0.143005	0.000590014	0.0100683	0.802627	181.406	4992.08	50.198
6079	0.130267	0.141907	0.000591438	0.0101466	0.802532	181.416	4992.08	50.1981
6080	0.130721	0.140846	0.00059339	0.0102235	0.802436	181.427	4992.08	50.1981
6081	0.131383	0.13982	0.000596223	0.0102988	0.802339	181.437	4992.07	50.1981
6082	0.132226	0.138828	0.000599826	0.0103727	0.802242	181.447	4992.07	50.1982
6083	0.133195	0.137868	0.00060396	0.0104452	0.802144	181.457	4992.07	50.1982
6084	0.134434	0.136938	0.000609236	0.0105163	0.802045	181.466	4992.07	50.1982
6085	0.135915	0.136039	0.000615537	0.010586	0.801946	181.475	4992.07	50.1983
6086	0.137523	0.135167	0.000622365	0.0106542	0.801846	181.484	4992.07	50.1983
6087	0.139267	0.134323	0.000629767	0.0107212	0.801745	181.493	4992.07	50.1983
6088	0.141215	0.133506	0.000638022	0.0107868	0.801644	181.502	4992.07	50.1984
6089	0.143777	0.132714	0.000648861	0.010851	0.801542	181.51	4992.06	50.1984
6090	0.151621	0.131957	0.000681923	0.0109131	0.80144	181.518	4992.06	50.1984
6091	0.160391	0.13124	0.000718741	0.0109725	0.801337	181.526	4992.06	50.1985
6092	0.167503	0.130559	0.000748508	0.0110296	0.801235	181.534	4992.06	50.1985
6093	0.169196	0.129897	0.000755592	0.0110855	0.801132	181.542	4992.06	50.1985
6094	0.171496	0.129251	0.000765207	0.0111405	0.801028	181.549	4992.06	50.1986
6095	0.174776	0.128622	0.000778892	0.0111946	0.800924	181.556	4992.06	50.1986
6096	0.178022	0.128006	0.00079242	0.011248	0.80082	181.563	4992.05	50.1986
6097	0.223439	0.127431	0.000979721	0.0112983	0.800715	181.57	4992.05	50.1987
6098	59.6731	0.132463	0.163364	0.0108665	0.80105	181.528	4992.05	50.1987
6099	101.596	0.163326	0.261339	0.00880542	0.803075	181.305	4992.05	50.1987
6100	69.3123	0.198441	0.186102	0.00724289	0.804797	181.123	4992.05	50.1988
6101	43.9973	0.228049	0.124031	0.00630041	0.806093	180.993	4992.05	50.1988
6102	15.7482	0.253254	0.0491704	0.00567238	0.807159	180.891	4992.05	50.1988
6103	38.4895	0.264505	0.109932	0.00543132	0.807829	180.835	4992.04	50.1989
6104	4.52725	0.269091	0.0157931	0.0053402	0.808031	180.832	4992.04	50.1989
6105	35.1901	0.281102	0.101404	0.00511204	0.808859	180.761	4992.04	50.199
6106	1.36091	0.291062	0.00522486	0.00493776	0.809476	180.714	4992.04	50.199
6107	65.3676	0.300351	0.176104	0.00478519	0.810339	180.642	4992.04	50.199
6108	16.6427	0.317975	0.0515956	0.00452016	0.811279	180.563	4992.04	50.1991
6109	1.30403	0.313598	0.00501968	0.00458521	0.811403	180.575	4992.04	50.1991
6110	1.68834	0.305335	0.00637202	0.0047115	0.811411	180.599	4992.03	50.1991
6111	80.5048	0.29921	0.211805	0.00480999	0.811484	180.615	4992.03	50.1992
6112	5.58723	0.317878	0.0191182	0.00452787	0.812383	180.542	4992.03	50.1992
6113	23.445	0.349889	0.0702579	0.00411336	0.813636	180.431	4992.03	50.1992
6114	30.4375	0.373016	0.0888087	0.00385865	0.814672	180.347	4992.03	50.1993
6115	14.3468	0.381931	0.0450507	0.0037699	0.815188	180.321	4992.03	50.1993
6116	1.55348	0.378515	0.00589401	0.00380585	0.815381	180.331	4992.03	50.1994
6117	1.28617	0.367972	0.00495193	0.00391715	0.815394	180.361	4992.02	50.1994
6118	17.9745	0.367166	0.0552579	0.00392722	0.815826	180.344	4992.02	50.1994
6119	1.67929	0.363478	0.00633432	0.00396909	0.815979	180.358	4992.02	50.1995
6120	59.4149	0.356365	0.161535	0.00405019	0.816208	180.363	4992.02	50.1995
6121	1.07626	0.361512	0.00420018	0.00399407	0.81662	180.348	4992.02	50.1995
6122	0.670019	0.350256	0.00270837	0.00412479	0.816611	180.379	4992.02	50.1996
6123	0.976074	0.340239	0.00383848	0.00424862	0.816602	180.41	4992.02	50.1996
6124	1.44184	0.332682	0.00550603	0.00434748	0.816604	180.438	4992.01	50.1997
6125	49.1122	0.390744	0.136219	0.00369958	0.8189	180.216	4992.01	50.1997
6126	3.82803	0.402733	0.0135029	0.00359062	0.819587	180.174	4992.01	50.1997
